frame,id,x1,y1,x2,y2
14,25,1361.51,436.904,1388.52,547.002
14,26,1356.81,432.525,1368.76,464.159
14,29,1359.23,437.055,1373.41,469.236
14,30,1342.99,424.614,1352.17,461.425
14,31,1319.11,450.587,1328.65,468.519
14,32,1362.81,443.077,1379.78,474.372
14,33,1370.13,445.525,1388.33,476.821
14,34,1356.38,432.979,1377.92,495.54
15,1,644.183,430.395,697.224,560.484
15,2,173.671,572.937,287.506,784.487
15,3,1323.86,470.096,1375.96,613.499
15,4,13.956,495.945,80.3956,645.891
15,9,18.8682,302.4,1459.93,755.93
15,11,537.126,495.843,599.841,658.924
15,12,1365.73,441.029,1388.4,501.272
15,23,1374.73,443.848,1392.77,477.385
15,25,1366.22,439.604,1390.63,554.266
15,26,1355.75,432.783,1367.59,463.859
15,31,1319.18,450.24,1328.46,468.367
15,33,1366.31,444.006,1384.64,476.186
15,35,1388.15,447.12,1403.62,487.485
15,36,67.0611,79.199,1730.79,868.388
15,37,193.996,569.536,279.222,669.271
16,1,642.343,429.157,696.741,564.887
16,2,169.161,569.764,288.338,786.338
16,3,1324.62,473.296,1376.49,609.1
16,4,13.7374,496.05,80.0991,645.336
16,9,22.0593,302.368,1456.78,752.528
16,11,536.525,497.264,598.391,659.669
16,12,1364.2,446.314,1389.35,512.258
16,25,1360.58,442.57,1390.61,558.879
16,26,1356.77,434.378,1369.45,464.669
16,36,67.074,80.4792,1730.52,864.268
16,37,201.047,568.62,279.012,663.407
16,38,165.15,573.882,241.082,740.342
16,39,1417.01,456.867,1435.77,524.661
17,1,644.214,430.278,697.104,560.546
17,2,162.737,573.819,283.841,793.445
17,3,1324.7,470.381,1367.92,611.806
17,4,11.8912,495.109,78.0248,645.605
17,9,19.2071,303.08,1466.12,746.798
17,11,541.712,499.136,595.24,662.006
17,12,1369.25,446.275,1390.59,502.348
17,25,1366.85,443.186,1393.15,557.913
17,26,1356.75,433.42,1370.16,465.577
17,31,1318.87,450.166,1328.47,468.893
17,36,62.878,80.4435,1731.22,867.931
17,37,207.718,565.074,276.466,669.339
17,38,179.571,570.137,293.951,704.895
17,40,1361.82,431.52,1403.26,590.742
17,41,1342.97,452.702,1391.83,602.105
17,42,546.752,496.57,579.873,533.107
17,43,1380.13,443.94,1401.79,554.904
17,44,1315.08,450.538,1328.44,498.399
17,45,531.624,495.092,573.519,551.914
18,1,642.366,429.346,696.653,564.863
18,2,154.436,576.319,281.058,798.065
18,3,1324.49,473.126,1367.42,613.644
18,4,11.3095,495.512,78.174,645.278
18,9,23.1738,297.038,1471.59,760.218
18,11,540.296,497.937,591.406,659.932
18,12,1371.99,446.573,1389.26,474.814
18,25,1370.4,443.997,1392.61,555.962
18,26,1358.51,437.655,1370.6,468.611
18,31,1318.78,450.186,1328.51,467.992
18,36,62.9758,79.0175,1737.01,872.466
18,37,214.013,562.64,296.255,660.357
18,38,204.139,571.716,281.569,754.126
18,40,1363.23,431.424,1399.68,582.524
18,44,1315.35,450.236,1328.88,499.516
18,46,1414.9,456.797,1434.66,531.405
18,47,215.339,562.901,254.945,662.413
19,1,643.956,430.284,697.382,560.267
19,2,152.23,578.033,283.96,803.148
19,3,1324.28,472.693,1367.79,611.942
19,4,11.7123,503.183,77.001,643.452
19,11,537.214,497.404,596.064,661.92
19,12,1375.56,445.878,1391.12,489.055
19,25,1374.15,442.792,1395.06,547.31
19,26,1360.33,434.087,1373.22,468.448
19,31,1317.97,450.435,1328.26,470.674
19,36,33.3676,245.781,1668.68,837.814
19,37,219.962,559.663,305.382,658.358
19,44,1316.92,450.091,1331.18,497.297
19,46,1417.17,458.151,1435.93,528.73
19,47,221.535,558.328,256.209,657.717
19,48,1364.5,435.273,1377.97,469.748
20,1,642.482,429.476,696.758,564.691
20,2,141.449,578.587,274.632,802.609
20,3,1323.88,474.186,1365.75,608.363
20,4,13.7287,496.171,79.6714,644.805
20,9,12.871,310.262,1481.24,744.372
20,11,530.72,501.059,591.531,662.098
20,12,1376.62,444.129,1392.13,483.042
20,25,1375.49,439.565,1395.0,528.078
20,31,1318.06,450.558,1328.13,470.672
20,36,51.6786,87.0766,1743.72,872.202
20,37,225.397,556.22,298.093,656.501
20,40,1371.23,434.84,1406.89,562.196
20,44,1316.95,450.102,1331.28,497.896
20,46,1415.45,457.415,1434.81,534.089
20,49,1382.85,442.655,1401.91,524.604
21,1,642.491,429.057,696.817,565.087
21,2,139.156,582.965,266.976,808.846
21,3,1322.73,473.772,1364.36,611.821
21,4,10.9479,495.544,78.103,644.726
21,9,10.2246,315.212,1487.28,739.198
21,11,526.071,504.166,590.626,660.683
21,12,1375.87,445.037,1394.02,492.62
21,25,1374.87,444.379,1398.24,527.392
21,31,1318.88,450.375,1328.4,468.364
21,36,49.1794,82.2597,1746.57,872.092
21,37,233.71,553.08,296.803,655.008
21,40,1367.24,440.426,1403.27,567.272
21,44,1315.2,449.684,1328.82,498.574
21,46,1415.27,457.771,1435.03,534.445
21,49,1392.48,447.275,1407.53,526.277
21,50,1374.09,443.987,1421.43,533.026
21,51,233.39,604.731,301.979,655.154
22,1,642.244,429.26,696.911,564.494
22,2,129.832,589.303,267.556,810.909
22,3,1322.52,473.779,1364.62,611.808
22,4,12.7739,498.902,77.2103,644.408
22,9,9.89734,313.328,1485.54,743.052
22,11,522.24,505.549,592.12,657.443
22,12,1378.34,445.884,1395.21,474.845
22,25,1375.62,441.172,1399.12,527.247
22,31,1317.84,450.26,1327.94,469.181
22,36,47.5035,86.6615,1742.51,871.242
22,37,237.596,548.121,305.824,656.418
22,40,1368.17,436.721,1405.97,548.37
22,46,1416.84,458.118,1434.98,535.115
22,52,1311.66,474.669,1348.63,605.146
22,53,1417.76,485.204,1433.11,528.559
22,54,1311.15,480.133,1327.16,573.988
23,1,642.229,429.259,696.891,564.658
23,2,124.331,593.177,269.082,816.552
23,3,1324.92,477.019,1362.88,606.303
23,4,10.8276,496.181,76.4417,643.567
23,11,516.771,507.615,594.881,658.469
23,25,1378.11,442.043,1403.98,529.987
23,31,1318.31,450.707,1328.22,470.416
23,36,28.1764,265.164,1643.21,837.165
23,37,248.399,547.565,311.481,657.242
23,40,1369.89,436.681,1409.2,565.893
23,46,1415.61,456.746,1434.78,529.689
23,52,1311.77,474.674,1348.17,604.615
23,54,1311.81,479.176,1328.17,570.094
24,1,642.178,429.373,696.74,564.375
24,2,118.087,594.672,265.286,813.031
24,3,1318.43,474.939,1364.32,610.569
24,4,11.2214,496.533,75.2718,641.0
24,9,10.514,305.774,1478.83,747.391
24,11,507.865,506.54,594.923,663.568
24,25,1379.91,441.441,1402.3,521.3
24,31,1318.95,450.256,1328.37,467.955
24,36,43.9248,103.509,1761.5,861.369
24,37,259.787,547.329,318.533,655.576
24,54,1311.74,479.05,1327.92,569.867
24,55,0.0,489.697,701.396,697.334
24,56,1316.51,453.193,1328.81,498.434
24,57,1314.19,474.648,1330.54,528.84
25,1,642.092,429.254,696.862,564.406
25,2,111.694,598.521,269.956,818.72
25,3,1318.88,474.083,1363.79,610.632
25,4,11.5271,495.927,76.5861,643.112
25,9,22.0375,273.348,1650.0,817.906
25,11,503.151,507.078,593.858,659.973
25,25,1381.36,442.63,1404.05,529.235
25,31,1319.34,450.061,1328.46,467.816
25,37,267.391,544.723,327.137,659.88
25,52,1311.78,478.108,1339.85,586.982
25,54,1311.88,480.17,1327.33,570.952
25,56,1316.24,458.503,1327.85,499.023
26,1,642.025,429.559,696.869,564.376
26,2,112.037,597.659,256.05,818.416
26,3,1319.01,474.24,1363.03,610.722
26,4,10.8971,496.21,74.9372,639.183
26,9,6.88031,283.1,1511.41,848.133
26,11,495.896,507.122,593.218,661.529
26,31,1319.32,450.13,1328.52,467.828
26,37,274.68,542.676,336.995,661.247
26,54,1311.54,480.729,1327.85,579.826
26,56,1316.32,453.313,1328.59,497.573
26,57,1313.28,478.094,1329.7,530.977
27,1,641.752,429.273,697.106,564.587
27,2,108.842,602.839,205.611,819.277
27,3,1318.4,474.492,1362.39,611.407
27,4,13.5668,496.794,75.5481,635.448
27,9,14.3021,282.912,1595.41,791.065
27,11,486.159,510.887,593.096,662.331
27,31,1318.23,450.431,1328.27,470.43
27,37,279.348,543.713,338.482,655.965
27,54,1311.21,481.075,1326.7,576.454
27,56,1316.13,452.66,1328.39,497.576
27,57,1313.25,477.223,1329.06,529.222
27,58,0.0,482.124,717.651,696.919
28,1,641.804,428.799,697.13,564.748
28,2,100.718,602.305,250.206,817.274
28,3,1319.28,474.687,1361.66,611.151
28,4,13.8816,497.037,75.1094,635.992
28,9,7.80383,313.41,1456.58,743.086
28,11,481.421,513.073,591.623,662.808
28,31,1319.19,450.473,1328.46,468.714
28,37,284.215,542.015,347.862,654.44
28,54,1310.97,481.461,1327.88,591.371
28,56,1316.74,452.779,1328.52,498.032
28,58,0.0,482.696,661.723,791.964
28,59,47.2515,136.959,1756.31,928.944
28,60,1414.45,455.726,1433.88,535.904
28,61,1407.92,454.175,1427.34,528.757
29,1,641.946,428.923,696.86,564.442
29,2,99.5457,598.714,221.853,818.325
29,3,1318.0,474.959,1362.63,610.363
29,4,11.9933,496.056,73.3466,633.211
29,9,11.3091,284.205,1588.34,788.848
29,11,478.174,514.556,592.465,663.886
29,31,1318.35,450.078,1327.64,469.389
29,37,290.187,541.878,350.485,650.807
29,54,1312.66,482.915,1327.94,578.227
29,56,1316.65,452.433,1328.02,497.616
29,58,0.0,491.012,711.191,699.581
29,60,1413.77,455.702,1435.53,537.734
29,61,1406.22,454.364,1427.49,527.011
29,62,1390.0,450.241,1428.68,547.007
29,63,1405.17,450.422,1437.34,570.459
29,64,1378.3,441.973,1417.95,577.878
29,65,1385.81,454.333,1405.24,515.394
29,66,1402.16,457.113,1422.15,510.897
29,67,1395.43,450.056,1417.84,531.175
29,68,1385.67,448.752,1411.25,544.6
30,1,642.161,429.277,696.77,563.8
30,2,86.6991,598.47,230.944,817.605
30,3,1315.96,475.859,1361.97,610.545
30,4,11.7743,496.608,72.0003,628.317
30,9,11.4016,279.277,1539.45,854.523
30,11,470.891,517.112,591.259,661.279
30,31,1318.4,450.346,1327.34,469.321
30,37,294.106,541.041,357.437,653.037
30,54,1311.15,484.246,1327.13,586.124
30,56,1316.58,452.905,1327.84,494.685
30,60,1414.52,455.505,1434.83,519.851
30,62,1379.14,443.287,1433.46,538.974
30,68,1387.7,448.232,1414.79,528.512
30,69,1316.33,478.019,1327.6,514.443
30,70,97.2907,606.87,172.385,821.787
30,71,1309.54,474.977,1337.62,599.401
31,1,642.091,430.838,694.868,559.662
31,3,1319.86,475.096,1361.13,612.307
31,4,11.6623,496.854,72.6367,636.252
31,9,10.4393,276.074,1590.17,807.747
31,11,472.002,512.625,590.513,661.215
31,31,1318.58,451.061,1328.23,470.663
31,37,300.012,541.827,356.81,651.348
31,54,1310.89,485.373,1326.61,592.493
31,56,1316.9,452.643,1327.96,494.455
31,58,0.0,487.939,677.612,748.685
31,60,1412.97,455.033,1434.85,535.151
31,70,41.3288,599.014,163.074,818.94
32,1,642.08,430.311,695.045,558.44
32,3,1318.21,476.333,1361.0,612.598
32,4,10.6541,495.553,72.6964,642.284
32,9,7.35602,301.015,1448.05,767.519
32,11,466.661,518.328,589.451,662.449
32,31,1318.75,450.733,1328.37,469.318
32,37,306.294,543.261,359.741,642.277
32,54,1311.71,484.372,1329.32,593.495
32,58,0.0,498.817,635.824,793.262
32,60,1414.04,455.707,1435.93,521.301
32,68,1387.37,447.277,1416.13,529.731
32,69,1315.38,482.381,1328.31,527.523
32,70,39.1335,600.875,176.63,819.434
32,72,44.6072,134.074,1751.03,932.775
33,1,643.382,425.494,696.601,560.295
33,3,1317.96,475.94,1361.12,612.576
33,4,10.0855,495.797,72.4275,644.454
33,9,0.0,308.74,1453.48,768.212
33,11,461.782,517.729,586.268,668.35
33,31,1318.97,450.79,1328.44,469.249
33,37,310.604,539.357,370.736,663.766
33,54,1310.54,487.104,1327.99,593.845
33,58,0.0,488.3,670.855,791.514
33,60,1413.85,455.629,1436.93,531.701
33,62,1393.62,450.318,1434.76,535.825
33,68,1388.13,447.803,1417.12,529.882
33,69,1314.91,479.527,1328.36,523.516
33,70,49.3928,601.693,180.562,819.227
33,72,47.2547,130.507,1748.63,932.289
33,73,1385.57,450.488,1406.82,514.7
33,74,1312.53,482.84,1342.14,607.229
34,1,643.307,425.787,696.512,559.236
34,3,1318.38,476.633,1360.4,613.16
34,4,9.59749,495.463,72.2546,640.507
34,9,0.0,305.31,1456.38,774.531
34,11,460.941,517.956,580.211,672.993
34,31,1318.99,450.329,1328.11,468.525
34,37,315.398,538.633,373.39,664.377
34,54,1310.47,487.947,1327.7,594.754
34,58,0.0,485.401,671.567,790.755
34,60,1416.41,454.721,1438.3,517.351
34,62,1385.16,446.293,1433.25,531.998
34,68,1398.0,451.495,1421.55,523.984
34,69,1314.79,477.83,1328.86,524.76
34,70,80.2727,605.786,152.601,819.79
34,73,1388.14,445.84,1412.31,528.863
34,75,1318.1,452.347,1329.03,481.096
35,1,641.483,428.167,694.308,559.982
35,3,1316.6,475.289,1358.12,612.92
35,4,10.2994,495.393,71.8911,643.813
35,9,0.0,300.731,1514.89,862.184
35,11,460.568,520.231,576.154,672.084
35,31,1320.89,450.512,1328.21,467.505
35,37,320.323,537.205,377.87,639.572
35,54,1310.36,485.802,1329.05,598.55
35,58,0.0,471.214,683.021,799.721
35,60,1419.5,458.936,1436.79,511.818
35,62,1392.55,450.074,1436.34,553.223
35,68,1394.78,450.514,1420.45,528.063
35,69,1314.17,478.886,1329.78,528.709
35,70,57.0519,602.186,159.534,818.774
35,75,1318.8,449.843,1330.34,478.878
35,76,1395.95,449.456,1434.07,646.783
35,77,1412.1,455.773,1436.67,538.256
35,78,1315.65,454.084,1329.04,496.614
36,1,642.028,429.796,694.12,558.765
36,3,1314.36,473.646,1357.87,607.899
36,4,7.64766,495.178,72.4178,641.703
36,9,0.0,352.022,1561.32,867.306
36,11,458.114,520.801,571.8,670.831
36,31,1320.84,450.219,1328.15,467.711
36,37,321.473,537.173,383.862,659.005
36,54,1310.62,488.053,1330.46,593.062
36,58,0.0,486.42,675.028,788.245
36,60,1416.42,454.985,1438.4,516.121
36,62,1393.82,447.263,1439.04,541.902
36,68,1396.59,450.426,1421.41,526.241
36,69,1314.1,478.759,1329.28,523.668
36,70,56.7792,599.838,143.34,813.443
36,75,1318.31,451.486,1329.15,479.15
36,76,1395.4,451.27,1432.92,646.735
37,1,642.401,429.806,694.193,558.934
37,3,1314.2,474.461,1356.77,612.207
37,4,7.50511,496.217,71.9668,627.819
37,9,0.0,341.712,1549.64,863.771
37,11,457.314,521.344,571.353,670.588
37,31,1319.25,450.431,1328.58,469.021
37,37,328.081,533.801,392.816,647.353
37,54,1310.19,487.864,1330.59,601.28
37,58,0.0,479.796,691.039,738.553
37,68,1399.99,452.712,1421.24,527.574
37,69,1314.74,477.589,1329.03,518.092
37,70,50.0065,601.043,136.15,819.221
37,76,1397.2,445.08,1436.27,590.595
37,77,1412.89,456.719,1436.19,530.623
38,1,640.872,431.627,694.568,557.891
38,3,1312.96,475.537,1356.44,615.384
38,4,7.16376,496.724,71.2249,627.38
38,9,6.62543,277.867,1549.78,846.546
38,11,456.695,520.68,563.274,669.519
38,31,1319.36,449.689,1327.96,467.892
38,37,333.206,534.2,398.299,636.896
38,54,1309.86,486.485,1330.62,605.134
38,58,0.0,469.87,688.212,793.894
38,60,1410.48,455.815,1434.34,514.921
38,62,1404.91,452.496,1434.08,555.07
38,68,1401.95,452.607,1424.93,530.464
38,69,1313.73,478.871,1329.27,525.949
38,70,47.719,604.9,132.378,815.658
38,75,1316.56,451.844,1328.26,491.23
38,76,1400.15,444.177,1435.87,647.651
39,1,641.779,428.905,694.122,558.76
39,3,1311.99,475.525,1354.19,615.915
39,4,9.58728,500.175,71.2928,623.523
39,9,0.0,327.404,1542.17,866.478
39,11,455.688,521.169,556.162,667.627
39,31,1319.18,450.504,1328.58,469.783
39,37,333.562,530.193,401.591,626.58
39,54,1309.67,484.845,1331.29,607.857
39,58,0.0,489.075,636.433,789.717
39,60,1417.14,458.558,1434.99,509.983
39,62,1403.92,447.144,1438.65,575.551
39,68,1404.63,454.341,1425.85,530.423
39,69,1313.93,479.997,1328.71,525.48
39,70,43.5817,601.97,134.584,827.526
39,76,1398.42,457.121,1434.13,654.286
39,77,1410.77,454.612,1434.92,535.156
39,79,39.5876,600.409,63.0928,639.18
40,1,641.601,428.112,695.462,559.784
40,3,1311.67,475.757,1353.74,615.513
40,4,7.53817,496.855,73.1403,618.46
40,9,0.0,330.765,1519.82,862.602
40,11,453.455,521.813,551.048,666.89
40,31,1318.67,450.292,1328.37,470.472
40,37,332.124,532.763,397.568,629.067
40,54,1309.82,481.893,1330.11,608.726
40,58,0.0,488.262,616.868,789.519
40,68,1405.86,455.856,1423.44,525.068
40,69,1313.77,479.506,1328.63,524.516
40,70,41.0503,604.321,138.325,830.558
40,77,1409.64,455.173,1432.15,537.306
40,79,40.5935,600.223,69.2657,640.889
40,80,38.3174,602.693,55.8202,638.876
40,81,389.722,584.963,409.065,650.383
41,1,642.096,425.272,694.914,559.882
41,3,1312.93,475.78,1353.53,614.068
41,4,10.2319,499.562,72.4058,609.359
41,9,0.0,351.554,1509.0,862.237
41,11,451.997,522.634,544.397,668.082
41,31,1318.94,450.173,1328.38,470.346
41,37,339.079,531.593,409.231,631.146
41,54,1309.96,486.821,1329.02,602.479
41,58,0.0,479.752,626.072,806.772
41,69,1313.88,479.302,1328.93,523.104
41,70,31.8556,600.1,141.034,831.18
41,77,1412.41,453.901,1433.26,543.794
42,1,642.065,425.585,695.141,559.479
42,3,1313.44,475.741,1353.4,612.826
42,4,6.67239,497.015,72.8225,624.119
42,9,0.0,255.941,1332.63,875.666
42,11,449.518,523.77,541.895,665.793
42,31,1319.05,450.06,1327.66,468.291
42,37,348.498,531.853,430.564,654.597
42,54,1310.06,486.053,1329.75,600.393
42,69,1314.33,475.647,1328.61,513.018
42,70,21.7967,602.933,138.423,831.997
42,77,1413.89,457.123,1434.05,537.355
42,82,1315.01,458.258,1328.19,499.301
42,83,1408.34,464.378,1419.66,492.583
42,84,1318.06,451.142,1329.83,481.747
43,1,642.717,426.402,693.227,559.943
43,3,1313.64,474.371,1353.76,610.033
43,4,3.74629,497.496,71.7973,620.318
43,9,26.5259,275.589,1599.83,785.37
43,11,447.575,523.429,543.946,666.558
43,31,1319.82,449.684,1328.28,468.131
43,37,346.948,531.698,439.491,657.003
43,54,1310.38,486.805,1328.17,596.137
43,69,1314.14,476.658,1328.59,512.543
43,70,13.699,603.641,135.281,833.789
43,79,31.4061,601.691,66.1108,640.451
43,84,1317.77,451.17,1329.53,477.291
43,85,1311.93,482.117,1326.92,533.357
44,1,640.936,427.677,695.223,561.055
44,3,1314.57,474.893,1354.36,609.111
44,4,10.0634,498.061,70.4287,605.696
44,9,1.07916,256.436,1325.59,877.568
44,11,444.863,524.634,543.33,664.945
44,31,1318.99,449.529,1328.0,467.911
44,37,342.064,535.049,444.902,663.254
44,54,1310.53,485.653,1327.22,593.945
44,69,1314.23,475.967,1328.68,515.41
44,70,6.29623,603.058,133.839,833.975
44,77,1415.96,458.336,1436.08,528.107
44,79,25.6436,599.512,68.0201,639.421
44,84,1317.28,450.763,1328.87,479.321
44,86,52.6235,610.927,82.8734,637.615
44,87,1400.81,459.873,1439.17,648.473
44,88,1314.31,461.081,1328.07,500.415
45,1,640.534,427.754,694.775,561.854
45,3,1313.9,475.703,1352.43,613.013
45,4,8.64001,499.192,74.221,619.346
45,9,25.0807,258.442,1609.62,800.513
45,11,443.867,525.314,547.034,665.659
45,31,1319.5,449.081,1328.26,468.194
45,37,336.02,537.301,447.055,658.743
45,54,1310.85,484.419,1329.09,597.709
45,70,1.69109,607.698,133.797,826.211
45,77,1415.44,459.668,1438.12,556.139
45,87,1399.85,465.237,1436.64,656.35
45,88,1314.14,461.855,1328.11,498.672
45,89,1418.47,483.021,1437.35,527.255
46,1,642.426,430.651,696.051,559.01
46,3,1314.9,477.032,1352.64,611.043
46,4,5.81698,498.883,74.9659,637.604
46,9,23.4691,257.797,1634.92,807.131
46,11,426.828,528.64,547.041,667.37
46,37,336.071,547.361,459.42,663.766
46,54,1311.17,485.327,1328.47,598.142
46,69,1313.26,480.38,1328.47,525.857
46,70,0.0,608.91,132.672,822.881
46,84,1317.98,451.003,1328.33,473.581
46,88,1313.24,449.889,1329.65,510.303
46,90,1320.14,414.047,1335.1,471.402
47,1,640.37,429.156,693.96,559.706
47,3,1313.87,475.485,1353.18,608.833
47,4,7.52589,497.357,77.3642,639.453
47,9,22.4005,262.899,1610.56,798.216
47,11,427.474,530.852,545.138,666.833
47,37,350.409,542.177,454.303,664.223
47,54,1311.31,484.053,1334.48,600.037
47,69,1314.5,477.57,1328.7,515.695
47,70,0.0,609.446,132.753,822.139
47,84,1317.61,450.585,1328.6,475.715
47,88,1314.33,448.915,1329.79,500.819
48,1,640.183,430.13,694.111,559.522
48,3,1316.31,476.805,1350.5,609.33
48,4,7.7698,497.171,77.5633,640.809
