action,clip,csv_path,n_rows,n_frames,min_frame,max_frame,frames_with_dets,mean_dets_per_frame,missing_frames,mean_w,mean_h,mean_ar,mean_area,conf_median,conf_p10,conf_p90
crossing,crossing_KS_109,/content/uniri-hbd/handball_s/player_detections/crossing/crossing_KS_109.csv,703,66,1,66,66,10.651515151515152,0,316.28831123755333,188.07717652916077,0.9616996838978616,160299.9440658905,0.986052,0.07384704,0.9980094
crossing,crossing_KS_11,/content/uniri-hbd/handball_s/player_detections/crossing/crossing_KS_11.csv,1254,66,1,66,66,19.0,0,326.70825789473685,177.64706411483255,1.106145826633984,138210.25593328304,0.8637250000000001,0.06902785,0.9944257000000001
crossing,crossing_KS_110,/content/uniri-hbd/handball_s/player_detections/crossing/crossing_KS_110.csv,1135,97,1,97,97,11.70103092783505,0,238.47540055242294,151.2968445814978,0.8273293443093509,124503.7890171702,0.647087,0.06396568,0.9974358
crossing,crossing_KS_111,/content/uniri-hbd/handball_s/player_detections/crossing/crossing_KS_111.csv,1109,81,1,81,81,13.691358024691358,0,320.526800152642,173.17067790802525,0.9761679633611682,161268.3157546964,0.491093,0.07488460000000001,0.9967758
crossing,crossing_KS_112,/content/uniri-hbd/handball_s/player_detections/crossing/crossing_KS_112.csv,1157,83,1,83,83,13.939759036144578,0,277.73374200518583,160.0670176318064,0.9491919523392368,134665.24848329986,0.642934,0.07395112000000001,0.9972824
crossing,crossing_KS_113,/content/uniri-hbd/handball_s/player_detections/crossing/crossing_KS_113.csv,873,66,1,66,66,13.227272727272727,0,349.3816783505155,196.02075040091637,1.003256507957692,178555.58332068558,0.964476,0.06476062,0.9970516
crossing,crossing_KS_114,/content/uniri-hbd/handball_s/player_detections/crossing/crossing_KS_114.csv,1110,82,1,82,82,13.536585365853659,0,279.9275983828829,176.20167324324325,0.8509712227133269,147081.50601891606,0.4636055,0.06580358,0.9980634
crossing,crossing_KS_115,/content/uniri-hbd/handball_s/player_detections/crossing/crossing_KS_115.csv,872,66,1,66,66,13.212121212121213,0,352.4233776949541,176.95002190366972,1.0889607242603088,168045.49001207107,0.8536155000000001,0.06764354,0.9977687000000001
crossing,crossing_KS_116,/content/uniri-hbd/handball_s/player_detections/crossing/crossing_KS_116.csv,836,66,1,66,66,12.666666666666666,0,384.06204790311,213.86964401913878,1.044832929664025,205542.24297554698,0.6196725,0.0697741,0.9982755000000001
crossing,crossing_KS_117,/content/uniri-hbd/handball_s/player_detections/crossing/crossing_KS_117.csv,977,66,1,66,66,14.803030303030303,0,249.22978649524975,156.28078648925282,0.8206424375827515,124689.04738315701,0.613569,0.07557412000000001,0.9968936
crossing,crossing_KS_118,/content/uniri-hbd/handball_s/player_detections/crossing/crossing_KS_118.csv,1406,82,1,82,82,17.146341463414632,0,258.0441856699858,165.82160953058323,0.8313738909453745,131671.8516844536,0.3889575,0.06644935,0.9953719999999999
crossing,crossing_KS_119,/content/uniri-hbd/handball_s/player_detections/crossing/crossing_KS_119.csv,948,65,1,65,65,14.584615384615384,0,337.81710369198316,198.7653697257384,0.9841376756429155,166693.15695692887,0.4035595,0.07533314,0.9979092
crossing,crossing_KS_12,/content/uniri-hbd/handball_s/player_detections/crossing/crossing_KS_12.csv,1155,66,1,66,66,17.5,0,358.92557562770565,187.4496935064935,1.2047297969096775,149374.78274311236,0.937044,0.0784232,0.997035
crossing,crossing_KS_120,/content/uniri-hbd/handball_s/player_detections/crossing/crossing_KS_120.csv,983,65,1,65,65,15.123076923076923,0,305.91725860630726,183.99963601220753,0.9195185543932721,160167.7527260572,0.563391,0.06395604,0.99774
crossing,crossing_KS_121,/content/uniri-hbd/handball_s/player_detections/crossing/crossing_KS_121.csv,846,82,1,82,82,10.317073170731707,0,365.6075271607565,216.6724307328605,0.9841915534057081,209993.4427159827,0.9773825,0.06951125,0.9978545
crossing,crossing_KS_122,/content/uniri-hbd/handball_s/player_detections/crossing/crossing_KS_122.csv,645,66,1,66,66,9.772727272727273,0,282.41761813953485,178.01914589147287,0.9184081971880653,143048.34042674958,0.925363,0.06132546,0.9976344
crossing,crossing_KS_123,/content/uniri-hbd/handball_s/player_detections/crossing/crossing_KS_123.csv,670,66,1,66,66,10.151515151515152,0,213.37288776119405,150.52514786567164,0.8188946516086614,88990.41401294078,0.210293,0.06160783,0.9976347
crossing,crossing_KS_124,/content/uniri-hbd/handball_s/player_detections/crossing/crossing_KS_124.csv,457,66,1,66,66,6.924242424242424,0,316.1144196936543,197.57725645514222,0.8032224290799228,195593.87823860077,0.982746,0.05835978,0.998015
crossing,crossing_KS_125,/content/uniri-hbd/handball_s/player_detections/crossing/crossing_KS_125.csv,572,66,1,66,66,8.666666666666666,0,306.32612499999993,207.32760594405596,0.8073685114152497,176820.4125299867,0.9931865,0.06053458,0.9977325
crossing,crossing_KS_126,/content/uniri-hbd/handball_s/player_detections/crossing/crossing_KS_126.csv,1032,66,1,66,66,15.636363636363637,0,369.45757348837213,215.46232393410853,1.0066345492358282,182560.80469014146,0.9639949999999999,0.06208086000000001,0.9975718
crossing,crossing_KS_127,/content/uniri-hbd/handball_s/player_detections/crossing/crossing_KS_127.csv,526,66,1,66,66,7.96969696969697,0,218.49481730038022,175.41417243346007,0.7686890105170874,102854.92740659592,0.994403,0.062993,0.9985580000000001
crossing,crossing_KS_128,/content/uniri-hbd/handball_s/player_detections/crossing/crossing_KS_128.csv,699,66,1,66,66,10.590909090909092,0,145.9020330472103,134.00861659513592,0.7393474233797269,48580.19180595737,0.970237,0.06582752,0.997256
crossing,crossing_KS_129,/content/uniri-hbd/handball_s/player_detections/crossing/crossing_KS_129.csv,906,66,1,66,66,13.727272727272727,0,360.3163137980132,199.76053002207505,1.0426196837241404,186750.89444766956,0.9666714999999999,0.07660955,0.997593
crossing,crossing_KS_13,/content/uniri-hbd/handball_s/player_detections/crossing/crossing_KS_13.csv,1359,66,1,66,66,20.59090909090909,0,280.50414047093454,176.90470250183958,0.9194293410393465,121640.98927925219,0.793686,0.06661826,0.9945499999999999
crossing,crossing_KS_130,/content/uniri-hbd/handball_s/player_detections/crossing/crossing_KS_130.csv,605,82,1,82,82,7.378048780487805,0,222.9143272727273,151.23082512396695,0.9201272838779668,78706.96048569217,0.991212,0.06362308,0.9987848
crossing,crossing_KS_131,/content/uniri-hbd/handball_s/player_detections/crossing/crossing_KS_131.csv,585,67,1,67,67,8.73134328358209,0,187.78599085470086,147.0289735042735,0.7983511805877703,72320.97541078329,0.9176,0.05981398,0.9983814
crossing,crossing_KS_132,/content/uniri-hbd/handball_s/player_detections/crossing/crossing_KS_132.csv,758,66,1,66,66,11.484848484848484,0,288.88345883905015,171.2222505277045,0.8849189980889901,147899.916823304,0.9156525,0.05968134,0.9979800000000001
crossing,crossing_KS_14,/content/uniri-hbd/handball_s/player_detections/crossing/crossing_KS_14.csv,1843,81,1,81,81,22.753086419753085,0,310.58372438035815,179.676783559414,1.0357602390486225,138098.72309625265,0.825088,0.07156202,0.9968572
crossing,crossing_KS_15,/content/uniri-hbd/handball_s/player_detections/crossing/crossing_KS_15.csv,925,66,1,66,66,14.015151515151516,0,326.08111351351357,184.08852,1.036477932177597,147325.97902681556,0.930947,0.06716154,0.9962922
crossing,crossing_KS_16,/content/uniri-hbd/handball_s/player_detections/crossing/crossing_KS_16.csv,1066,66,1,66,66,16.151515151515152,0,267.83385103189494,168.57013630393996,0.901850070191008,122956.79177162105,0.759702,0.0706071,0.995958
crossing,crossing_KS_17,/content/uniri-hbd/handball_s/player_detections/crossing/crossing_KS_17.csv,1316,66,1,66,66,19.939393939393938,0,334.7398204027355,212.59315144376902,1.069719510860178,144102.88576719293,0.937685,0.0677827,0.9977005
crossing,crossing_KS_18,/content/uniri-hbd/handball_s/player_detections/crossing/crossing_KS_18.csv,837,82,1,82,82,10.207317073170731,0,284.22025473207884,204.8472266427718,0.8214015299009189,139664.4575561116,0.991906,0.09777848000000001,0.997148
crossing,crossing_KS_19,/content/uniri-hbd/handball_s/player_detections/crossing/crossing_KS_19.csv,822,65,1,65,65,12.646153846153846,0,244.13084058090024,191.08555462287103,0.7402208321781306,124513.1774632222,0.9742695,0.08171748000000001,0.9974726
crossing,crossing_KS_2,/content/uniri-hbd/handball_s/player_detections/crossing/crossing_KS_2.csv,1767,81,1,81,81,21.814814814814813,0,257.68399849462367,148.23640865874364,0.9349183633368613,110201.65528811688,0.829691,0.07009842000000001,0.9921962
crossing,crossing_KS_20,/content/uniri-hbd/handball_s/player_detections/crossing/crossing_KS_20.csv,2470,114,1,114,114,21.666666666666668,0,282.3360018672065,160.5968172874494,1.0201139033212914,119196.57087218476,0.804403,0.07848368,0.9961511999999999
crossing,crossing_KS_21,/content/uniri-hbd/handball_s/player_detections/crossing/crossing_KS_21.csv,1416,66,1,66,66,21.454545454545453,0,330.85361443220336,161.41697309322035,1.2388396519633407,126322.42445770939,0.804467,0.08097415,0.9967615
crossing,crossing_KS_22,/content/uniri-hbd/handball_s/player_detections/crossing/crossing_KS_22.csv,1801,81,1,81,81,22.234567901234566,0,347.50835858911717,186.01251576901723,1.196287253293666,149264.58184051065,0.896095,0.0696383,0.994227
crossing,crossing_KS_23,/content/uniri-hbd/handball_s/player_detections/crossing/crossing_KS_23.csv,1790,82,1,82,82,21.829268292682926,0,290.6563646558659,168.81600983240224,0.9865168237621685,128626.26686519454,0.84229,0.06597156,0.9949348
crossing,crossing_KS_24,/content/uniri-hbd/handball_s/player_detections/crossing/crossing_KS_24.csv,1713,82,1,82,82,20.890243902439025,0,359.02815666666675,187.50031389375363,1.222391035893775,148288.73580247906,0.912445,0.08033616,0.9955686
crossing,crossing_KS_25,/content/uniri-hbd/handball_s/player_detections/crossing/crossing_KS_25.csv,1163,66,1,66,66,17.62121212121212,0,353.8317913155632,194.35628383490973,1.1535385530077322,155214.29913583293,0.957806,0.0772549,0.9961182000000001
crossing,crossing_KS_26,/content/uniri-hbd/handball_s/player_detections/crossing/crossing_KS_26.csv,1265,66,1,66,66,19.166666666666668,0,330.8192911936759,182.32616126482213,1.0939845555718648,146451.60018555232,0.748832,0.06736178000000001,0.9956883999999999
crossing,crossing_KS_27,/content/uniri-hbd/handball_s/player_detections/crossing/crossing_KS_27.csv,1256,66,1,66,66,19.03030303030303,0,287.76321977707005,156.70415374203824,1.0398909015668116,121005.861558286,0.7046675,0.07597065,0.9947954999999999
crossing,crossing_KS_28,/content/uniri-hbd/handball_s/player_detections/crossing/crossing_KS_28.csv,1599,77,1,77,77,20.766233766233768,0,339.76859215134465,177.67002263914947,1.2191433539711412,140224.78243856854,0.852256,0.07391438,0.9963408
crossing,crossing_KS_29,/content/uniri-hbd/handball_s/player_detections/crossing/crossing_KS_29.csv,1522,65,1,65,65,23.415384615384614,0,325.40140191524307,166.40584047306177,1.1814419599067403,130930.9110606114,0.7343175,0.06821855,0.9958491
crossing,crossing_KS_3,/content/uniri-hbd/handball_s/player_detections/crossing/crossing_KS_3.csv,1248,65,1,65,65,19.2,0,339.61288407051285,174.15262259615383,1.199367161437765,139354.4038727094,0.8688914999999999,0.07670827000000001,0.993107
crossing,crossing_KS_30,/content/uniri-hbd/handball_s/player_detections/crossing/crossing_KS_30.csv,1707,82,1,82,82,20.817073170731707,0,291.2949306209725,162.2523812536614,1.0489792457547544,113643.66793624924,0.763356,0.06934988,0.9952974
crossing,crossing_KS_31,/content/uniri-hbd/handball_s/player_detections/crossing/crossing_KS_31.csv,1703,82,1,82,82,20.76829268292683,0,281.7937003229595,160.9234453904874,0.9601708927318202,121322.02065877442,0.499211,0.06993504,0.9961308
crossing,crossing_KS_32,/content/uniri-hbd/handball_s/player_detections/crossing/crossing_KS_32.csv,1500,82,1,82,82,18.29268292682927,0,301.8308300053334,184.31331246666664,0.9864730949925615,137439.4850791382,0.804872,0.07486434,0.9960393000000001
crossing,crossing_KS_33,/content/uniri-hbd/handball_s/player_detections/crossing/crossing_KS_33.csv,1373,66,1,66,66,20.803030303030305,0,281.6427722068463,153.8511734158776,1.0578819531951,114743.62939682635,0.8289,0.07923586,0.9961928
crossing,crossing_KS_34,/content/uniri-hbd/handball_s/player_detections/crossing/crossing_KS_34.csv,1426,66,1,66,66,21.606060606060606,0,345.96010066619914,179.9340098176718,1.1677511666893394,139370.53722871921,0.878387,0.0711507,0.995819
crossing,crossing_KS_35,/content/uniri-hbd/handball_s/player_detections/crossing/crossing_KS_35.csv,1620,82,1,82,82,19.75609756097561,0,280.9104171728395,153.06006413580246,1.0344700879115882,117078.42899733558,0.77415,0.07395228,0.9951506
crossing,crossing_KS_36,/content/uniri-hbd/handball_s/player_detections/crossing/crossing_KS_36.csv,1381,97,1,97,97,14.237113402061855,0,224.15277864228815,162.64572411296163,0.8229444968160341,96614.17460873311,0.975791,0.0803019,0.996693
crossing,crossing_KS_37,/content/uniri-hbd/handball_s/player_detections/crossing/crossing_KS_37.csv,1006,66,1,66,66,15.242424242424242,0,267.51389229622265,185.29838777335985,0.8843633786636371,117871.1340280747,0.9845775,0.06708125,0.9976245
crossing,crossing_KS_38,/content/uniri-hbd/handball_s/player_detections/crossing/crossing_KS_38.csv,1193,66,1,66,66,18.075757575757574,0,291.0074465884326,187.63134501257335,0.9053897470958144,133757.26034797222,0.955256,0.06604025999999999,0.9971898
crossing,crossing_KS_39,/content/uniri-hbd/handball_s/player_detections/crossing/crossing_KS_39.csv,2015,113,1,113,113,17.831858407079647,0,351.8140777870968,204.71731255583126,1.0516399508886176,162286.1041349243,0.956572,0.06584528,0.9976102
crossing,crossing_KS_4,/content/uniri-hbd/handball_s/player_detections/crossing/crossing_KS_4.csv,1623,82,1,82,82,19.79268292682927,0,287.6193041158349,174.35889550215649,0.9277101648049725,128887.46002105567,0.788768,0.07213724,0.9951242
crossing,crossing_KS_40,/content/uniri-hbd/handball_s/player_detections/crossing/crossing_KS_40.csv,1624,97,1,97,97,16.742268041237114,0,256.9793020504926,199.2717449507389,0.7775875661947231,123583.39270672188,0.9668574999999999,0.07545695,0.9969567
crossing,crossing_KS_41,/content/uniri-hbd/handball_s/player_detections/crossing/crossing_KS_41.csv,1310,97,1,97,97,13.505154639175258,0,249.38324265198477,180.81394114503817,0.7976845898533382,119770.16352632477,0.980638,0.06882142000000001,0.998961
crossing,crossing_KS_42,/content/uniri-hbd/handball_s/player_detections/crossing/crossing_KS_42.csv,1102,81,1,81,81,13.604938271604938,0,305.9005629128857,205.48122640653355,0.8803908397695556,151322.14914519532,0.970481,0.08130774,0.9979643
crossing,crossing_KS_43,/content/uniri-hbd/handball_s/player_detections/crossing/crossing_KS_43.csv,1985,113,1,113,113,17.56637168141593,0,290.7973844584383,179.11079939546602,0.9207741468866146,129385.1499297966,0.945411,0.06687372000000001,0.9947608
crossing,crossing_KS_44,/content/uniri-hbd/handball_s/player_detections/crossing/crossing_KS_44.csv,1561,81,1,81,81,19.271604938271604,0,302.4766840397181,197.45880096092247,0.9667247884784445,128871.75000708373,0.9552,0.0705098,0.997698
crossing,crossing_KS_45,/content/uniri-hbd/handball_s/player_detections/crossing/crossing_KS_45.csv,1541,82,1,82,82,18.79268292682927,0,198.30664484101231,154.21486963011031,0.6824477196777453,95412.94883779166,0.475542,0.0612938,0.996954
crossing,crossing_KS_46,/content/uniri-hbd/handball_s/player_detections/crossing/crossing_KS_46.csv,1839,98,1,98,98,18.76530612244898,0,251.09795563349647,181.10301566068514,0.7902794643616831,121469.4053944147,0.840828,0.06457796,0.997857
crossing,crossing_KS_47,/content/uniri-hbd/handball_s/player_detections/crossing/crossing_KS_47.csv,1700,98,1,98,98,17.346938775510203,0,270.5297409411765,221.87816170588235,0.7554496372946534,143175.06704854936,0.9691190000000001,0.07005953000000001,0.998111
crossing,crossing_KS_48,/content/uniri-hbd/handball_s/player_detections/crossing/crossing_KS_48.csv,1048,65,1,65,65,16.123076923076923,0,327.97902581965644,224.65225104961834,0.9052214322985254,158194.0282927335,0.985314,0.06771688,0.9985861
crossing,crossing_KS_49,/content/uniri-hbd/handball_s/player_detections/crossing/crossing_KS_49.csv,1208,81,1,81,81,14.91358024691358,0,311.84618560016554,196.87845885761593,1.007540440742457,142447.21063642183,0.9649114999999999,0.0714813,0.995535
crossing,crossing_KS_5,/content/uniri-hbd/handball_s/player_detections/crossing/crossing_KS_5.csv,1562,81,1,81,81,19.28395061728395,0,302.935803284251,171.50902138284252,1.0197032378393127,129387.64324389608,0.8972985,0.08435332,0.996016
crossing,crossing_KS_50,/content/uniri-hbd/handball_s/player_detections/crossing/crossing_KS_50.csv,1150,82,1,82,82,14.024390243902438,0,281.69657819200006,190.39803756521738,0.8431460832303069,130238.43038958756,0.959811,0.07623069,0.9972139
crossing,crossing_KS_51,/content/uniri-hbd/handball_s/player_detections/crossing/crossing_KS_51.csv,1597,114,1,114,114,14.008771929824562,0,265.9698480338134,189.7863583594239,0.8636313165018412,118149.47715251708,0.977251,0.06977832,0.9975872
crossing,crossing_KS_52,/content/uniri-hbd/handball_s/player_detections/crossing/crossing_KS_52.csv,1609,113,1,113,113,14.238938053097344,0,254.8134584947172,182.73196991920446,0.8407685791782463,114547.17170086937,0.96919,0.0775174,0.9970348
crossing,crossing_KS_53,/content/uniri-hbd/handball_s/player_detections/crossing/crossing_KS_53.csv,2042,145,1,145,145,14.082758620689654,0,294.5407984754799,199.93770602350637,0.8671800054914818,146332.2801832838,0.9650225,0.07013066,0.9976669
crossing,crossing_KS_54,/content/uniri-hbd/handball_s/player_detections/crossing/crossing_KS_54.csv,1667,97,1,97,97,17.185567010309278,0,238.52271330401922,177.7792123575285,0.8227317674956922,105759.80456365703,0.912602,0.06603784,0.99637
crossing,crossing_KS_55,/content/uniri-hbd/handball_s/player_detections/crossing/crossing_KS_55.csv,2152,114,1,114,114,18.87719298245614,0,241.61072270771376,179.56935144052045,0.7862964621895282,107514.37079714306,0.9291305000000001,0.07096012,0.9956001000000001
crossing,crossing_KS_56,/content/uniri-hbd/handball_s/player_detections/crossing/crossing_KS_56.csv,1641,98,1,98,98,16.744897959183675,0,267.591158015844,185.2245296770262,0.8430489492140512,120824.3166652105,0.902606,0.0731653,0.996416
crossing,crossing_KS_57,/content/uniri-hbd/handball_s/player_detections/crossing/crossing_KS_57.csv,1480,98,1,98,98,15.10204081632653,0,253.26234037283788,169.17198317567565,0.821105999799862,117218.12462566642,0.9598045,0.06878954,0.9976252999999999
crossing,crossing_KS_58,/content/uniri-hbd/handball_s/player_detections/crossing/crossing_KS_58.csv,1586,98,1,98,98,16.183673469387756,0,280.09439808953346,177.62742276166458,0.9307751493992729,125715.67686937781,0.947138,0.07290869999999999,0.9967619999999999
crossing,crossing_KS_59,/content/uniri-hbd/handball_s/player_detections/crossing/crossing_KS_59.csv,1754,114,1,114,114,15.385964912280702,0,264.49783058015964,200.53880296465223,0.8231738776598297,121765.68173703337,0.977992,0.07010369,0.9973010999999999
crossing,crossing_KS_6,/content/uniri-hbd/handball_s/player_detections/crossing/crossing_KS_6.csv,1256,66,1,66,66,19.03030303030303,0,301.87618885350315,172.41195230891722,1.0319506039298325,120332.92492667401,0.8637174999999999,0.06860084999999999,0.9961720000000001
crossing,crossing_KS_60,/content/uniri-hbd/handball_s/player_detections/crossing/crossing_KS_60.csv,856,66,1,66,66,12.969696969696969,0,280.9290126483645,205.27545362149533,0.8542736787414108,126281.42973819541,0.985221,0.06762660000000001,0.9978625
crossing,crossing_KS_61,/content/uniri-hbd/handball_s/player_detections/crossing/crossing_KS_61.csv,920,82,1,82,82,11.21951219512195,0,290.4111998228261,192.62137945652174,0.9037732151699113,130346.31507794511,0.9869209999999999,0.06847781000000001,0.9978191000000001
crossing,crossing_KS_62,/content/uniri-hbd/handball_s/player_detections/crossing/crossing_KS_62.csv,934,65,1,65,65,14.36923076923077,0,257.8611554603854,201.09998972162742,0.7511331890365591,134188.49913861102,0.9865035,0.07813228000000001,0.9981894
crossing,crossing_KS_63,/content/uniri-hbd/handball_s/player_detections/crossing/crossing_KS_63.csv,910,66,1,66,66,13.787878787878787,0,242.96141051637363,188.92203692307692,0.7502095476381682,118242.12715494518,0.9838815000000001,0.07215463999999999,0.9981594
crossing,crossing_KS_64,/content/uniri-hbd/handball_s/player_detections/crossing/crossing_KS_64.csv,1191,81,1,81,81,14.703703703703704,0,298.5943073845508,192.91681368597816,0.9052578411593064,135590.6062698017,0.944814,0.0693689,0.997933
crossing,crossing_KS_65,/content/uniri-hbd/handball_s/player_detections/crossing/crossing_KS_65.csv,807,65,1,65,65,12.415384615384616,0,271.5798239360595,184.90536480793057,0.844780186434948,128897.06229172254,0.97779,0.0681743,0.9983308
crossing,crossing_KS_66,/content/uniri-hbd/handball_s/player_detections/crossing/crossing_KS_66.csv,1124,97,1,97,97,11.587628865979381,0,306.56319846441284,231.29613149466192,0.8571329677868825,157259.82141738848,0.9929445,0.07964476,0.9978845000000001
crossing,crossing_KS_67,/content/uniri-hbd/handball_s/player_detections/crossing/crossing_KS_67.csv,738,66,1,66,66,11.181818181818182,0,276.0201000528455,193.72566314363144,0.7994312221736799,131431.88101068858,0.9814795000000001,0.06760972,0.9978723
crossing,crossing_KS_68,/content/uniri-hbd/handball_s/player_detections/crossing/crossing_KS_68.csv,896,65,1,65,65,13.784615384615385,0,265.1242892522322,181.26799866071428,0.8779223286737733,118597.70135505382,0.9587995,0.06697585,0.9972354999999999
crossing,crossing_KS_69,/content/uniri-hbd/handball_s/player_detections/crossing/crossing_KS_69.csv,781,65,1,65,65,12.015384615384615,0,204.2694488847631,172.7969353393086,0.698981328481109,100555.97147581958,0.671394,0.0644052,0.998114
crossing,crossing_KS_7,/content/uniri-hbd/handball_s/player_detections/crossing/crossing_KS_7.csv,1469,76,1,76,76,19.32894736842105,0,321.39870347174946,184.72015718175632,1.0543291530717747,138780.48526603857,0.897676,0.07420381999999999,0.9936326
crossing,crossing_KS_70,/content/uniri-hbd/handball_s/player_detections/crossing/crossing_KS_70.csv,982,65,1,65,65,15.107692307692307,0,260.9031323371691,175.73276843177192,0.8915025508447931,109455.72641319725,0.491392,0.07043572000000001,0.9979205
crossing,crossing_KS_71,/content/uniri-hbd/handball_s/player_detections/crossing/crossing_KS_71.csv,879,66,1,66,66,13.318181818181818,0,322.20255421615474,205.30690318543802,0.9826132001174702,139655.66989649454,0.988128,0.07915688000000001,0.9976248
crossing,crossing_KS_72,/content/uniri-hbd/handball_s/player_detections/crossing/crossing_KS_72.csv,1533,81,1,81,81,18.925925925925927,0,285.5566065753424,195.79337018917155,0.9022293587040454,126961.11266409235,0.918002,0.0689668,0.997072
crossing,crossing_KS_73,/content/uniri-hbd/handball_s/player_detections/crossing/crossing_KS_73.csv,883,66,1,66,66,13.378787878787879,0,305.40802180067953,195.92014722536805,0.9402765039278641,139512.26747035596,0.981435,0.06488116000000001,0.9963408
crossing,crossing_KS_74,/content/uniri-hbd/handball_s/player_detections/crossing/crossing_KS_74.csv,1053,65,1,65,65,16.2,0,335.1958752662868,200.12088186134852,1.0393745004439954,150653.07945549488,0.846808,0.0636308,0.9970494000000001
crossing,crossing_KS_75,/content/uniri-hbd/handball_s/player_detections/crossing/crossing_KS_75.csv,993,66,1,66,66,15.045454545454545,0,222.67480328177243,177.2451501510574,0.6985060792006027,112165.02210260557,0.549621,0.07086822,0.9974175999999999
crossing,crossing_KS_76,/content/uniri-hbd/handball_s/player_detections/crossing/crossing_KS_76.csv,985,66,1,66,66,14.924242424242424,0,269.1161285979696,203.11108152284262,0.7988974904170654,134881.97061364946,0.964904,0.0734673,0.9979116
crossing,crossing_KS_77,/content/uniri-hbd/handball_s/player_detections/crossing/crossing_KS_77.csv,1077,81,1,81,81,13.296296296296296,0,209.7543915407614,167.2087166202414,0.7184976113893586,100490.89432534203,0.912627,0.07299212,0.998178
crossing,crossing_KS_78,/content/uniri-hbd/handball_s/player_detections/crossing/crossing_KS_78.csv,976,65,1,65,65,15.015384615384615,0,233.55148384938525,184.32254282786886,0.7789580853860406,104546.9353180603,0.968924,0.0680452,0.9979804999999999
crossing,crossing_KS_8,/content/uniri-hbd/handball_s/player_detections/crossing/crossing_KS_8.csv,1372,66,1,66,66,20.78787878787879,0,319.5747324781341,188.06760998542273,1.0483035588296665,134379.59473737326,0.8011345,0.07031496,0.9970140000000001
crossing,crossing_KS_82,/content/uniri-hbd/handball_s/player_detections/crossing/crossing_KS_82.csv,737,66,1,66,66,11.166666666666666,0,262.1916463772049,169.03665305291725,0.882439443442322,117667.26251633528,0.987534,0.06051842,0.997992
crossing,crossing_KS_83,/content/uniri-hbd/handball_s/player_detections/crossing/crossing_KS_83.csv,639,82,1,82,82,7.7926829268292686,0,168.1714103286385,134.25759546165884,0.7762387418021373,46828.9677677678,0.980478,0.08016542,0.9977501999999999
crossing,crossing_KS_84,/content/uniri-hbd/handball_s/player_detections/crossing/crossing_KS_84.csv,780,66,1,66,66,11.818181818181818,0,375.72307411025633,196.61631102564104,1.108431488925534,179390.8362916025,0.2166095,0.06462065,0.9982571
